ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"93.48.228.247","elite","AS12874","IT","Fastweb SpA","86","Fastweb Internet NGA","4153","socks4","5087","1","2023-10-16T20:56:04.492Z","100","4421","4431"
"3.83.166.224","elite","AS14618","US","Amazon Technologies Inc.","87","AWS EC2 (us-east-1)","10580","socks5","3889","1","2023-10-16T20:55:53.382Z","20","876","4301"
"124.220.170.33","elite","AS45090","CN","China Internet Network Information Center","179","Tencent cloud computing (Beijing) Co., Ltd.","2080","socks4","817","1","2023-10-16T20:55:53.380Z","83","3652","4392"
"104.248.20.36","elite","AS14061","DE","DigitalOcean, LLC","24","DigitalOcean, LLC","9050","socks4","5492","1","2023-10-16T20:55:53.381Z","100","4379","4379"
"45.114.118.231","elite","AS134451","ID","CLDREU","288","N/A","203","socks4","5183","1","2023-10-16T20:55:53.384Z","97","4221","4371"
"103.121.89.75","elite","AS135967","VN","Cau Giay Branch of Bach Kim Network solutions Join stock company","201","BKNS-CG","39267","socks5","4603","1","2023-10-16T20:55:53.383Z","96","4200","4385"
"217.219.73.251","elite","AS58224","IR","Area","105","N/A","1080","socks4","4998","1","2023-10-16T20:55:42.478Z","74","3198","4338"
"101.109.80.117","elite","AS23969","TH","TOT Public Company Limited","191","TOT Public Company Limited","4145","socks4","3799","1","2023-10-16T20:55:42.475Z","46","2030","4408"
"106.75.171.132","elite","AS136958","CN","UCLOUD","294","Shanghai UCloud Information Technology Company Limited","3000","socks5","4900","1","2023-10-16T20:55:42.477Z","80","3552","4436"
"36.90.63.55","elite","AS7713","ID","PT. Telekomunikasi Indonesia","197","Telekomunikasi Indonesia","4145","socks4","5292","1","2023-10-16T20:55:42.476Z","79","3494","4402"
"193.107.169.222","elite","AS50648","UA","PE UAinet","92","PE UAinet","5678","socks4","5102","1","2023-10-16T20:55:42.476Z","99","4373","4400"
"95.213.154.54","elite","AS49505","RU","OOO \"Network of data-centers \"Selectel\"","100","N/A","31337","socks5","1501","1","2023-10-16T20:55:31.489Z","100","4437","4439"
"104.17.132.79","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5093","1","2023-10-16T20:55:31.574Z","100","4269","4269"
"195.93.200.140","elite","AS44335","DE","nocyo GmbH","14","nocyo GmbH","80","socks4","4606","1","2023-10-16T20:55:31.576Z","83","3540","4259"
"85.92.183.97","elite","AS199335","GB","Talk Straight Ltd.","10","N/A","4145","socks4","4002","1","2023-10-16T20:55:31.585Z","100","4378","4388"
"203.6.226.172","elite","AS58519","CN","Cloud Computing Corporation","296","Chinanet GD","8888","socks4","4803","1","2023-10-16T20:55:31.575Z","72","3191","4414"
"182.253.142.7","elite","AS17451","ID","Biznet Networks","194","MetroNET","4145","socks4","4708","1","2023-10-16T20:55:20.582Z","85","3732","4368"
"43.153.96.130","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","198","Tencent Cloud Computing","443","socks4","4304","1","2023-10-16T20:55:20.585Z","42","1853","4372"
"23.88.124.86","elite","AS24940","DE","Hetzner Online GmbH","81","Hetzner","80","socks4","4795","1","2023-10-16T20:55:20.586Z","100","4311","4312"
"178.212.53.3","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","80","Lubuskie Sieci Swiatlowodowe Sp. z o. o","1080","socks4","4895","1","2023-10-16T20:55:20.677Z","99","4342","4384"
"8.39.228.209","elite","AS3356","US","Level 3 Communications, Inc.","195","Level 3, LLC","39593","socks4","312","3","2023-10-16T20:55:20.583Z","100","4336","4350"
"183.88.76.99","elite","AS45629","TH","Triple T Broadband Public Company Limited","211","Triple T Broadband Public Company Limited","8080","socks4","5092","1","2023-10-16T20:55:09.185Z","86","3768","4371"
"186.251.255.25","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","284","Seanet Telecom Carazinho Eireli","31337","socks4","4916","1","2023-10-16T20:55:09.185Z","99","4339","4362"
"198.11.179.15","elite","AS45102","US","Alibaba (US) Technology Co., Ltd.","199","Alibaba.com LLC","8080","socks4","4505","1","2023-10-16T20:55:09.183Z","100","4337","4344"
"192.154.246.96","elite","AS64200","US","Vivid-hosting LLC","193","Vivid-hosting LLC","9000","socks5","4995","1","2023-10-16T20:55:09.186Z","100","4345","4354"
"120.50.40.184","elite","AS17547","SG","M1 NET LTD","174","M1 NET LTD","3128","socks4","5004","1","2023-10-16T20:54:57.077Z","100","4318","4326"
"43.153.73.106","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","153","Tencent Cloud Computing","443","socks5","4404","1","2023-10-16T20:54:57.076Z","75","3318","4405"
"185.169.181.16","elite","AS34984","TR","Ates Dc","57","Ibrahim MALA trading as Ates Dc","4145","socks4","4898","1","2023-10-16T20:54:57.275Z","100","4300","4301"
"188.255.244.53","elite","AS52116","RS","Orion Telekom ISP IP Network in Subotica","84","Orion Telekom Tim d.o.o.Beograd","1080","socks4","2797","1","2023-10-16T20:54:57.075Z","100","4278","4294"
"201.159.15.133","elite","AS263778","AR","Coop. Serv. Pub. Limit. Tres Arroyos, CELTA","299","Coop. Serv. Pub. Limit. Tres Arroyos, CELTA","5678","socks4","2304","1","2023-10-16T20:54:57.077Z","96","4272","4436"
"31.42.57.129","elite","AS205318","UA","Limited Liability Company AVATOR ISP","53","\"Merlin-Telekom\" LLC","3699","socks4","2790","1","2023-10-16T20:54:57.274Z","100","4410","4412"
"173.236.182.83","elite","AS26347","US","New Dream Network, LLC","79","New Dream Network, LLC","12873","socks5","5014","2","2023-10-16T20:54:56.995Z","100","4413","4418"
"187.11.232.71","elite","AS27699","BR","Vivo","200","TELEF�NICA BRASIL S.A","4153","socks4","4602","1","2023-10-16T20:54:46.080Z","100","4431","4440"
"72.209.45.119","elite","AS22773","US","Cox Communications Inc.","95","Cox Communications","3128","socks4","3194","1","2023-10-16T20:54:46.077Z","100","4402","4406"
"119.197.0.17","elite","AS4766","KR","Korea Telecom","295","Kornet","4145","socks4","5012","1","2023-10-16T20:54:46.074Z","100","4396","4410"
"181.66.37.134","elite","AS6147","PE","Telefonica del Peru S.A.A.","206","Telefonica del Peru S.A.A","4153","socks4","3910","82","2023-10-16T20:54:46.078Z","65","2775","4293"
"43.134.164.228","elite","AS132203","SG","Aceville Pte.ltd","387","N/A","443","socks5","5198","1","2023-10-16T20:54:46.080Z","86","3794","4429"
"114.242.125.237","elite","AS4808","CN","China Unicom Beijing Province Network","191","N/A","1080","socks5","3489","1","2023-10-16T20:54:46.077Z","84","3700","4420"
"94.240.198.202","elite","AS16010","GE","Caucasus Online LLC","75","Caucasus Online LLC","5678","socks4","4994","1","2023-10-16T20:54:46.079Z","99","4371","4405"
"100.2.109.83","elite","AS701","US","Verizon Business","96","Verizon Online LLC","8080","socks5","164","1","2023-10-16T20:54:35.083Z","100","4321","4334"
"202.159.121.225","elite","AS9340","ID","PT IndoInternet","181","N/A","443","socks4","5004","2","2023-10-16T20:54:35.085Z","100","4347","4351"
"61.7.138.60","elite","AS131090","TH","CAT Telecom Public Company Limited","280","National Telecom Public Company Limited","4145","socks4","4308","1","2023-10-16T20:54:35.082Z","57","2483","4345"
"43.241.64.110","elite","AS134033","IN","Mithril Telecommunications Private Limited","197","Mithril Telecommunications Pvt. Ltd.","5678","socks4","106","1","2023-10-16T20:54:35.083Z","55","2465","4456"
"103.35.111.101","elite","AS23991","BD","Ranks ITT","183","Ranks ITT Ltd.","4145","socks4","4904","1","2023-10-16T20:54:35.084Z","100","4337","4353"
"193.59.26.116","elite","AS207684","PL","Bajtnet Spolka Z Ograniczona Odpowiedzialnoscia","198","BAJTNET Sp. z o.o.","4153","socks4","4103","1","2023-10-16T20:54:23.580Z","94","4017","4281"
"121.13.252.60","elite","AS4134","CN","Chinanet","206","Chinanet GD","61401","socks4","1988","1","2023-10-16T20:54:23.580Z","82","3531","4282"
"150.230.62.147","elite","AS31898","JP","Oracle Corporation","299","Oracle Cloud Infrastructure (ap-osaka-1)","2080","socks5","3796","1","2023-10-16T20:54:23.579Z","76","3321","4379"
"190.110.204.194","elite","AS22724","EC","Puntonet S.A.","299","Puntonet S.A","999","socks4","4391","1","2023-10-16T20:54:23.578Z","99","4408","4456"
"5.39.19.154","elite","AS16276","FR","OVH ISP","95","Caunes Sebastien","33427","socks4","3797","1","2023-10-16T20:54:23.591Z","100","4405","4406"
"194.181.82.37","elite","AS8308","PL","NASK","94","N/A","7497","socks5","5103","1","2023-10-16T20:54:23.581Z","100","4365","4370"
"85.113.7.98","elite","AS12997","KG","OJSC Kyrgyztelecom","103","N/A","5678","socks4","535","1","2023-10-16T20:54:23.579Z","91","3982","4387"
"217.115.115.247","elite","AS30900","IE","Sternforth Ltd. trading as WebWorld","81","Webworld","56792","socks5","4209","1","2023-10-16T20:54:12.183Z","95","4182","4409"
"103.69.20.38","elite","AS135724","IN","Allnet Broadband Network PVT LTD","186","Allnet Broadband Network Pvt Ltd","4145","socks4","5096","1","2023-10-16T20:54:12.086Z","100","4293","4299"
"122.152.53.25","elite","AS38562","BD","Innovative Online Ltd.","198","Innovative Online Ltd","5678","socks4","4803","1","2023-10-16T20:54:12.084Z","95","4204","4439"
"157.185.161.100","elite","AS54994","CA","Meteverse Limited.","144","Meteverse Limited","26589","socks5","4797","1","2023-10-16T20:54:12.085Z","100","4163","4170"
"103.127.52.132","elite","AS17995","ID","PT iForte Global Internet","752","Solusinet","5678","socks4","5089","1","2023-10-16T20:54:00.775Z","89","3895","4385"
"64.90.54.17","elite","AS26347","US","New Dream Network, LLC","199","New Dream Network, LLC","63770","socks5","5005","1","2023-10-16T20:54:00.777Z","100","4369","4373"
"103.82.8.237","elite","AS136156","BD","FNF Online","200","N/A","4153","socks4","5109","1","2023-10-16T20:54:00.777Z","68","2990","4407"
"54.38.195.161","elite","AS16276","PL","OVH SAS","86","OVH Sp. z o. o","63851","socks5","4105","1","2023-10-16T20:54:00.785Z","100","4377","4380"
"162.12.217.9","elite","AS204902","FR","Weelax","199","XIWO","3629","socks4","5186","1","2023-10-16T20:53:49.379Z","99","4325","4389"
"95.79.111.39","elite","AS42682","RU","CJSC \"ER-Telecom Holding\" Nizhny Novgorod branch","55","JSC \"ER-Telecom Holding\" Nizhny Novgorod","1080","socks5","5195","84","2023-10-16T20:53:49.378Z","86","3716","4314"
"176.115.14.32","elite","AS58350","PL","PHU Classcom Sp. z o.o.","41","PHU Classcom Sp. z o.o","5678","socks4","2097","1","2023-10-16T20:53:49.390Z","100","4433","4450"
"23.231.34.48","elite","AS62904","US","Eonix Corporation","192","Eonix Corporation","80","socks4","4697","1","2023-10-16T20:53:49.377Z","99","4336","4380"
"128.14.226.130","elite","AS135377","TW","Zenlayer Inc","295","UCLOUD","60080","socks4","4897","1","2023-10-16T20:53:49.375Z","100","4355","4361"
"104.27.26.29","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4697","1","2023-10-16T20:53:49.376Z","100","4383","4383"
"188.138.139.216","elite","AS31252","MD","SC STARNET SRL","44","SC Starnet SRL","4145","socks4","4312","1","2023-10-16T20:53:49.376Z","100","4460","4469"
"51.81.31.168","elite","AS16276","US","OVH SAS","80","OVH US LLC","63897","socks5","4803","1","2023-10-16T20:53:49.389Z","56","2454","4355"
"103.60.187.1","elite","AS135729","IN","Digital Telco Network India Pvt. Ltd.","181","Digital Telco Network India Pvt. Ltd.","60189","socks4","3897","1","2023-10-16T20:53:38.280Z","99","4369","4398"
"88.12.54.146","elite","AS3352","ES","Telefonica de Espana SAU","34","RIMA (Red IP Multi Acceso)","1081","socks4","5098","82","2023-10-16T20:53:38.293Z","95","4231","4452"
"180.210.222.209","elite","N/A","US","Ipxo LLC","14","Ipxo","1080","socks4","176","1","2023-10-16T20:53:38.285Z","57","2502","4365"
"41.65.236.52","elite","AS36992","EG","Etisalat Misr","193","Nile Online","1976","socks5","5006","1","2023-10-16T20:53:26.881Z","96","4208","4377"
"43.153.16.230","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","189","Tencent Cloud Computing","443","socks4","4297","1","2023-10-16T20:53:26.880Z","79","3416","4345"
"188.166.220.186","elite","AS14061","SG","DigitalOcean, LLC","191","Digitalocean","50001","socks5","5199","1","2023-10-16T20:53:26.880Z","100","4423","4423"
"106.110.215.121","elite","AS4134","CN","Chinanet","290","Chinanet GD","2829","socks4","4610","1","2023-10-16T20:53:26.878Z","59","2539","4300"
"203.176.141.166","elite","AS38235","KH","Angkor Data Communication","193","Mekongnet","4145","socks4","3698","1","2023-10-16T20:53:26.879Z","100","4401","4413"
"43.154.159.144","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","299","Tencent Cloud Computing","1080","socks5","4709","1","2023-10-16T20:53:15.686Z","78","3470","4436"
"104.16.105.15","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","4996","1","2023-10-16T20:53:15.688Z","100","4440","4441"
"115.127.75.27","elite","AS24342","BD","BRACNet Limited","198","bracNet","7777","socks4","304","4","2023-10-16T20:53:04.285Z","98","4270","4375"
"112.87.5.245","elite","AS4837","CN","China Unicom CHINA169 Jiangsu Province Network","217","N/A","38801","socks4","4803","1","2023-10-16T20:53:04.284Z","46","2025","4397"
"180.210.222.221","elite","N/A","US","Ipxo LLC","14","Ipxo","1080","socks4","4489","1","2023-10-16T20:53:04.289Z","20","864","4371"
"188.255.244.137","elite","AS52116","RS","Orion Telekom ISP IP Network in Subotica","35","Orion Telekom Tim d.o.o.Beograd","1080","socks4","5288","1","2023-10-16T20:53:04.287Z","100","4392","4410"
"45.196.148.191","elite","AS7018","US","AT&T Services, Inc.","86","AQUA Networks Limited","5432","socks4","4695","1","2023-10-16T20:53:04.288Z","98","4298","4369"
"202.150.148.218","elite","AS23949","ID","PT Comtronics Systems","199","N/A","61924","socks4","1405","1","2023-10-16T20:53:04.285Z","99","4355","4420"
"82.117.215.98","elite","AS31042","RS","Serbia BroadBand-Srpske Kablovske mreze d.o.o.","27","SBB Zona Wifi","3629","socks4","4793","1","2023-10-16T20:53:04.377Z","39","1693","4388"
"103.235.198.17","elite","AS4007","NP","CCNEP","184","N/A","5678","socks4","4992","1","2023-10-16T20:52:53.082Z","45","1966","4347"
"82.103.116.126","elite","AS8717","BG","A1 Bulgaria EAD","44","A1 Bulgaria EAD","4153","socks4","2309","1","2023-10-16T20:52:53.086Z","100","4389","4399"
"190.109.72.33","elite","AS264231","BR","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","185","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","33633","socks4","4499","1","2023-10-16T20:52:53.082Z","99","4333","4374"
"169.255.139.5","elite","AS36892","SS","IPTEC South Sudan","211","Iptec LTD","60279","socks4","5094","1","2023-10-16T20:52:41.390Z","96","4150","4333"
"46.101.5.73","elite","AS14061","GB","DigitalOcean, LLC","14","Digitalocean","46296","socks4","4713","1","2023-10-16T20:52:41.388Z","100","4439","4440"
"181.129.186.130","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","630","EPM Telecomunicaciones S.A. E.S.P","5678","socks5","4895","1","2023-10-16T20:52:41.477Z","99","4335","4381"
"89.161.89.161","elite","AS39375","PL","Telekomunikacja Podlasie sp. z o.o.","94","TPODLASIE CATV Network","5678","socks4","4604","1","2023-10-16T20:52:41.389Z","100","4398","4419"
"51.83.252.13","elite","AS16276","PL","OVH SAS","81","OVH Sp. z o. o","8888","socks4","5087","1","2023-10-16T20:52:41.487Z","100","4337","4337"
"103.78.54.67","elite","AS135654","BD","Internet @ Home Limited","199","N/A","4153","socks4","4692","1","2023-10-16T20:52:28.789Z","94","4142","4414"
"46.227.37.149","elite","AS51155","PL","Telemedian - TB Telecom","38","Telemedian","1088","socks4","4994","1","2023-10-16T20:52:28.890Z","100","4421","4433"
"136.243.88.67","elite","AS24940","DE","Hetzner Online GmbH","22","Hetzner","14152","socks4","1589","1","2023-10-16T20:52:28.875Z","100","4412","4413"
"104.20.198.49","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","2097","1","2023-10-16T20:52:28.877Z","100","4382","4382"
"62.73.127.98","elite","AS8866","BG","Vivacom Bulgaria EAD","52","ET Velin Nikolov Minchev","10801","socks4","2598","1","2023-10-16T20:52:28.874Z","100","4374","4386"
"110.78.182.221","elite","AS131090","TH","CAT-BB","297","N/A","4145","socks4","93","1","2023-10-16T20:52:17.679Z","88","3827","4351"
"119.13.125.238","elite","AS136907","HK","Huawei International Pte. LTD","310","N/A","1080","socks5","4492","1","2023-10-16T20:52:17.680Z","97","4261","4403"
"46.28.72.70","elite","AS44285","IR","Sefroyek Pardaz Engineering Co. LTD","107","Sefroyek Pardaz Engineering Company","4153","socks4","4701","1","2023-10-16T20:52:17.678Z","98","4271","4375"
"211.137.33.22","elite","AS56044","CN","China Mobile communications corporation","301","China Mobile Communications Corporation","80","socks5","4904","1","2023-10-16T20:52:17.682Z","86","3733","4366"
"47.112.157.97","elite","AS37963","CN","Addresses CNNIC","214","Aliyun Computing Co., LTD","8060","socks5","4900","1","2023-10-16T20:52:17.679Z","83","3545","4282"
"110.78.186.153","elite","AS131090","TH","CAT-BB","298","N/A","4145","socks4","2694","1","2023-10-16T20:52:06.578Z","74","3237","4353"
"172.67.181.144","elite","AS13335","CA","Cloudflare, Inc.","82","Cloudflare, Inc.","80","socks5","4605","1","2023-10-16T20:52:06.576Z","100","4401","4401"
"193.84.184.25","elite","AS35036","LV","RD Holding \"Mira-1\"","41","Mira 1","5678","socks4","5187","1","2023-10-16T20:52:06.494Z","86","3846","4447"
"185.162.128.135","elite","AS14576","NL","Hosting purposes in Netherlands","13","N/A","9057","socks5","986","1","2023-10-16T20:51:55.281Z","86","3825","4427"
"5.9.154.177","elite","AS24940","DE","Hetzner Online GmbH","23","Hetzner","30000","socks5","5100","1","2023-10-16T20:51:55.184Z","100","4314","4315"
"91.90.16.211","elite","AS13307","UA","SKIF","45","SKIF ISP Ltd.","1080","socks4","5096","1","2023-10-16T20:51:55.187Z","96","4208","4394"
"123.59.100.243","elite","AS23724","CN","CloudVsp.Inc","209","N/A","1080","socks4","4105","1","2023-10-16T20:51:55.184Z","81","3588","4433"
"206.42.40.0","elite","AS28126","BR","Brisanet Prestacao De Servicos De Internet Ltda","192","AGIS","5678","socks4","300","1","2023-10-16T20:51:55.182Z","83","3544","4282"
"43.153.90.69","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","151","Tencent Cloud Computing","443","socks5","5091","1","2023-10-16T20:51:55.188Z","74","3229","4355"
"197.234.13.88","elite","AS36902","SC","Intelvision","190","Intelvision Ltd","4145","socks4","4814","1","2023-10-16T20:51:43.975Z","99","4341","4365"
"188.138.179.13","elite","AS31252","MD","StarNet Solutii SRL","45","SC Starnet SRL","4153","socks4","4702","1","2023-10-16T20:51:43.978Z","85","3754","4404"
"103.235.66.198","elite","AS63490","ID","PT Artha Media Lintas Nusa","179","N/A","5678","socks4","5104","1","2023-10-16T20:51:43.894Z","99","4339","4389"
"104.16.108.42","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4893","1","2023-10-16T20:51:43.975Z","100","4356","4357"
"45.233.0.1","elite","AS267303","BR","Centro Oeste Provedor","296","Centro Oeste Provedor","26730","socks4","4587","1","2023-10-16T20:51:32.485Z","99","4428","4458"
"203.170.75.14","elite","AS17539","PK","NetSol","148","N/A","4153","socks4","4489","1","2023-10-16T20:51:32.486Z","88","3874","4405"
"103.77.227.161","elite","AS64298","ID","UPN Veteran Surabaya","191","UPN Veteran Surabaya","4153","socks4","4905","1","2023-10-16T20:51:32.483Z","94","4180","4433"
"222.95.242.184","elite","AS4134","CN","Chinanet","188","Chinanet JS","23456","socks5","4508","1","2023-10-16T20:51:21.277Z","53","2316","4353"
"110.74.208.153","elite","AS38901","KH","EZECOM limited","280","EZECOM limited","21776","socks4","4592","1","2023-10-16T20:51:21.189Z","88","3792","4327"
"115.127.103.82","elite","AS24342","BD","BRACNet Limited","212","BRACNet Limited","4673","socks4","4700","1","2023-10-16T20:51:21.276Z","90","3903","4358"
"58.35.208.107","elite","AS4812","CN","China Telecom (Group)","182","Chinanet SH","4812","socks4","4215","2","2023-10-16T20:51:21.277Z","71","3086","4373"
"202.52.237.117","elite","AS4613","NP","Mercantile Office Systems","170","Mercantile Communications Pvt Ltd","8080","socks4","2912","1","2023-10-16T20:51:21.190Z","99","4270","4306"
"187.191.53.155","elite","AS22884","MX","Total Play Telecomunicaciones SA De CV","189","Total Play Telecomunicaciones SA De CV","7497","socks5","4593","1","2023-10-16T20:51:21.276Z","99","4367","4397"
"157.245.62.1","elite","AS14061","SG","DigitalOcean, LLC","178","DigitalOcean, LLC","9050","socks4","4791","1","2023-10-16T20:51:21.274Z","100","4374","4390"
"110.78.153.8","elite","AS131090","TH","CAT-BB","284","N/A","4145","socks4","3601","1","2023-10-16T20:51:21.191Z","84","3608","4274"
"65.21.131.87","elite","AS24940","FI","Hetzner Online GmbH","37","Hetzner","14141","socks4","4104","1","2023-10-16T20:51:21.286Z","100","4245","4247"
"179.107.57.30","elite","AS262346","BR","FP Telecomunicacoes Ltda","213","FP Telecomunicacoes Ltda","4145","socks4","4887","1","2023-10-16T20:51:09.894Z","76","3239","4273"
"101.43.191.233","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","160","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks5","5011","1","2023-10-16T20:51:09.974Z","82","3564","4333"
"202.124.46.100","elite","AS9902","KH","NeocomISP Limited","184","NeocomISP Limited","4145","socks4","2892","1","2023-10-16T20:51:09.975Z","99","4393","4427"
"183.89.176.143","elite","AS45629","TH","Triple T Broadband Public Company Limited","190","Triple T Broadband Public Company Limited","5678","socks4","5099","1","2023-10-16T20:50:58.576Z","93","4035","4338"
"200.115.188.52","elite","AS52422","HN","Velco Globalnetwork","187","Velco Globalnetwork","8080","socks4","4607","1","2023-10-16T20:50:58.490Z","99","4321","4370"
"124.227.14.147","elite","AS4134","CN","Chinanet","284","Chinanet GX","7302","socks5","2684","1","2023-10-16T20:50:58.576Z","82","3637","4415"
"189.126.14.226","elite","AS270316","BR","NET NOVO TEMPO","281","NET NOVO TEMPO","1080","socks4","4509","1","2023-10-16T20:50:58.575Z","100","4418","4438"
"106.75.174.172","elite","AS136958","CN","UCLOUD","213","Shanghai UCloud Information Technology Company Limited","999","socks5","2195","1","2023-10-16T20:50:58.575Z","82","3539","4329"
"106.242.5.206","elite","AS3786","KR","LG DACOM Corporation","285","Boranet","4145","socks4","4487","1","2023-10-16T20:50:58.490Z","100","4412","4419"
"45.8.107.142","elite","AS209242","DE","Cloudflare London, LLC","85","Araxio Development N.V","80","socks4","3608","1","2023-10-16T20:50:47.380Z","100","4390","4390"
"103.59.203.197","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","143","NET 4 U Services PVT LTD","4145","socks4","3808","1","2023-10-16T20:50:47.380Z","99","4428","4464"
"103.47.93.214","elite","AS134058","IN","Broban Internet Services Pvt.ltd","190","Broban  PVT Ltd.","1080","socks4","4901","1","2023-10-16T20:50:47.388Z","99","4386","4428"
"61.130.151.230","elite","AS4134","CN","Chinanet","187","N/A","7302","socks5","4615","1","2023-10-16T20:50:47.386Z","85","3598","4242"
"112.54.33.47","elite","AS9808","CN","China Mobile","303","China Mobile Communications Corporation","7302","socks5","3690","1","2023-10-16T20:50:47.386Z","46","1977","4341"
"109.94.182.128","elite","AS44895","RU","MTS PJSC","92","Antenna-Garant","4145","socks4","3408","1","2023-10-16T20:50:47.384Z","94","4137","4421"
"78.40.104.5","elite","AS49628","GE","TrialetiNet","60","Trialeti-Neti LLC","1080","socks4","4097","1","2023-10-16T20:50:47.387Z","100","4407","4412"
"187.85.157.30","elite","AS53062","BR","Ggnet Telecom Backbone","209","Ggnet Telecom Backbone","5678","socks4","4395","1","2023-10-16T20:50:36.182Z","99","4268","4324"
"186.224.225.98","elite","AS53171","BR","Path Telecom S.A.","282","Path Telecom S.A","4145","socks4","4805","80","2023-10-16T20:50:36.182Z","100","4397","4413"
"27.191.60.153","elite","AS4134","CN","Chinanet","210","Chinanet HE","3256","socks4","4705","1","2023-10-16T20:50:36.181Z","79","3479","4428"
"142.93.250.71","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","7497","socks5","4998","1","2023-10-16T20:50:24.575Z","76","3328","4364"
"194.195.240.60","elite","AS63949","DE","Akamai Technologies, Inc.","11","Linode","54210","socks4","3403","1","2023-10-16T20:50:24.479Z","85","3662","4295"
"159.138.43.96","elite","AS136907","HK","Huawei International Pte. Ltd.","310","N/A","1080","socks5","4789","1","2023-10-16T20:50:24.481Z","97","4278","4430"
"62.112.10.227","elite","AS49981","NL","WorldStream B.V.","81","Worldstream","30105","socks4","904","3","2023-10-16T20:50:24.481Z","68","2980","4351"
"157.245.140.55","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","35965","socks5","4800","3","2023-10-16T20:50:24.480Z","99","4358","4418"
"213.136.69.153","elite","AS51167","DE","Contabo GmbH","16","Contabo GmbH","63791","socks5","4897","1","2023-10-16T20:50:24.576Z","100","4411","4413"
"177.38.182.166","elite","AS52971","BR","Micks Telecom Eireli","300","Prefeitura Municipal de Guanambi","5678","socks4","5094","1","2023-10-16T20:50:24.482Z","99","4384","4414"
"103.49.242.193","elite","AS133720","IN","Zess Networks Private Limited","199","Zess Networks Private Limited","5678","socks4","4802","1","2023-10-16T20:50:13.275Z","98","4252","4332"
"197.234.13.61","elite","AS36902","SC","Intelvision","177","Intelvision Ltd","36902","socks5","4499","2","2023-10-16T20:50:13.276Z","100","4316","4334"
"181.3.75.194","elite","AS7303","AR","Telecom Argentina S.A.","1981","Telecom Personal Bs","1080","socks5","5088","1","2023-10-16T20:50:13.277Z","41","1764","4342"
"199.188.93.214","elite","AS64200","US","Vivid-hosting LLC","194","Vivid-hosting LLC","9000","socks5","360","1","2023-10-16T20:50:13.278Z","100","4450","4455"
"202.159.35.65","elite","AS9340","ID","PT IndoInternet","185","N/A","443","socks4","4009","1","2023-10-16T20:50:01.375Z","100","4349","4359"
"140.250.146.239","elite","AS4134","CN","Chinanet","223","Chinanet SD","1080","socks5","4999","1","2023-10-16T20:50:01.377Z","79","3506","4434"
"185.233.202.110","elite","AS200740","NL","First Server Limited","11","Firstbyte Hosting","8088","socks4","4600","1","2023-10-16T20:50:01.377Z","99","4323","4367"
"194.233.69.126","elite","AS141995","SG","Contabo Asia Private Limited","183","Contabo Asia Private Limited","443","socks4","4804","1","2023-10-16T20:50:01.291Z","99","4387","4422"
"139.177.177.45","elite","AS63949","DE","Akamai Technologies, Inc.","11","Linode","30927","socks5","5009","1","2023-10-16T20:49:49.984Z","89","3862","4340"
"5.8.240.90","elite","AS3178","IQ","FastLine Communication And Information Technology","75","FastLine Communication And Information Technology Ltd","4153","socks4","4488","1","2023-10-16T20:49:49.985Z","99","4409","4457"
"45.70.237.134","elite","AS52468","EC","Ufinet Panama S.A.","165","Negocios Y Telefonia Nedetel S.A","4145","socks4","5004","1","2023-10-16T20:49:49.983Z","100","4378","4394"
"125.209.114.38","elite","AS9260","PK","Multinet 125-114/24","1191","Multinet Broadband","5678","socks4","5010","1","2023-10-16T20:49:49.983Z","95","4053","4257"
"113.160.203.118","elite","AS45899","VN","VietNam Post and Telecom Corporation","290","Vietnam Posts and Telecommunications Group","5678","socks4","1586","1","2023-10-16T20:49:38.486Z","98","4270","4338"
"203.205.35.201","elite","AS45903","VN","CMC Telecom Infrastructure Company","294","CMC Telecom Infrastructure Company","4145","socks4","5104","1","2023-10-16T20:49:38.485Z","100","4330","4346"
